ID,Counts,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit
ID-862,3,M,Y,Y,0,202500,Pensioner,Higher education,Married,House / apartment,-23636,0,0,0,0,Retirement,2,-14,2
ID-2045,13,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-23360,-469,0,0,0,Working_etc,2,-28,2
ID-2729,9,F,N,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,-19984,-4662,0,1,0,Working_etc,2,-57,2
ID-1288,5,F,Y,N,4,202500,Working,Incomplete higher,Married,House / apartment,-12448,-4395,0,0,0,Core staff,6,-26,2
ID-7755,2,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-18546,-5553,0,0,0,Working_etc,2,-32,2
ID-2672,4,F,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,-15801,-576,0,0,0,Managers,4,-28,2
ID-6652,4,F,N,Y,0,120150,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22220,-930,0,0,0,Security staff,1,-30,2
ID-36,3,F,Y,N,0,225000,Working,Higher education,Single / not married,House / apartment,-20200,-1022,1,1,0,Accountants,1,-44,2
ID-1042,7,F,N,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12478,-3569,0,0,0,Managers,3,-58,2
ID-7937,1,F,N,N,0,180000,State servant,Incomplete higher,Married,House / apartment,-10315,-2985,0,0,0,Core staff,2,-56,2
ID-2857,7,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-20665,0,0,0,0,Retirement,2,-5,2
ID-7112,3,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-17312,-2500,0,0,0,Sales staff,2,-42,1
ID-4179,2,M,Y,N,0,207000,Working,Secondary / secondary special,Civil marriage,House / apartment,-11657,-653,1,0,0,Laborers,2,-18,1
ID-7501,3,M,N,N,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10134,-1619,0,1,0,Laborers,4,-23,2
ID-324,4,F,N,N,0,126000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-13658,-6383,1,1,0,Sales staff,2,-7,2
ID-4225,4,M,Y,Y,2,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18376,-4270,1,1,1,Commercial_associate_etc,4,-17,2
ID-2715,6,F,Y,Y,0,135000,Working,Secondary / secondary special,Widow,House / apartment,-16641,-1407,0,0,0,Working_etc,1,-46,1
ID-3950,6,M,N,Y,1,198000,Commercial associate,Incomplete higher,Single / not married,House / apartment,-9649,-140,0,0,0,Managers,2,-29,0
ID-3728,8,M,Y,Y,1,270000,Working,Higher education,Married,House / apartment,-17193,-1137,0,0,0,Laborers,3,-30,2
ID-158,6,M,N,Y,1,202500,State servant,Higher education,Married,House / apartment,-10756,-2355,0,0,0,Core staff,3,-11,2
ID-7938,1,F,N,N,0,450000,Pensioner,Higher education,Married,House / apartment,-22094,0,0,0,0,Retirement,2,-2,1
ID-1232,6,M,N,Y,0,135000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19685,0,0,0,0,Retirement,2,-31,0
ID-2495,6,F,N,N,0,405000,Commercial associate,Higher education,Married,House / apartment,-13692,-200,0,1,0,Managers,2,-32,2
ID-2089,15,M,Y,Y,2,180000,Working,Higher education,Married,House / apartment,-13174,-2477,0,0,0,Managers,4,-29,1
ID-4810,2,F,Y,Y,1,247500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13466,-1328,0,0,0,Accountants,2,-4,0
ID-510,13,F,N,N,0,315000,Commercial associate,Higher education,Married,House / apartment,-16188,-309,1,1,1,Sales staff,2,-11,2
ID-3340,3,M,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-9905,-3343,0,1,0,Laborers,3,-42,1
ID-2728,6,F,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23864,0,0,0,0,Retirement,2,-14,2
ID-1979,11,F,Y,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,0,0,0,Medicine staff,2,-53,1
ID-3509,4,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-13920,-904,0,0,0,Core staff,1,-40,2
ID-6109,5,M,N,Y,1,225000,Working,Higher education,Single / not married,With parents,-12958,-1475,1,0,1,Laborers,2,-18,2
ID-888,10,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-16999,-1140,1,1,0,Sales staff,1,-12,2
ID-6914,5,F,Y,N,0,112500,State servant,Secondary / secondary special,Married,House / apartment,-21842,-3869,0,0,0,High skill tech staff,2,-27,2
ID-7939,3,M,Y,Y,0,265500,Working,Higher education,Single / not married,House / apartment,-10143,-387,0,0,1,Core staff,1,-18,2
ID-3968,4,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22731,0,0,0,0,Retirement,1,-5,2
ID-7010,2,F,N,N,1,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-9950,-427,0,0,0,Sales staff,2,-33,2
ID-4600,7,M,Y,N,1,202500,Working,Incomplete higher,Married,House / apartment,-11745,-231,1,0,0,Drivers,3,-2,0
ID-5514,3,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-20950,0,0,0,0,Retirement,1,-15,2
ID-4700,3,F,N,Y,1,126000,Working,Secondary / secondary special,Married,House / apartment,-13536,-3580,0,0,0,Working_etc,3,-5,1
ID-225,6,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-19565,-3246,0,0,0,Working_etc,2,-49,1
ID-1757,9,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,-10796,-2531,1,0,0,Laborers,4,-54,2
ID-3420,3,M,Y,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,-13621,-1127,0,0,0,Drivers,3,-9,2
ID-2603,7,F,Y,Y,2,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12745,-525,0,0,1,Core staff,4,-11,1
ID-6459,3,M,Y,N,0,180000,Working,Higher education,Married,House / apartment,-9667,-1016,0,1,0,Laborers,2,-4,2
ID-2140,11,F,N,Y,0,292500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22576,0,0,0,0,Retirement,1,-53,2
ID-5567,3,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17401,-9559,0,0,0,Realty agents,2,-12,2
ID-5303,4,F,N,Y,0,157500,Working,Secondary / secondary special,Separated,House / apartment,-18148,-8376,0,0,0,Working_etc,1,-47,2
ID-2601,8,F,N,N,0,67500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15563,-309,0,0,0,Cooking staff,2,-24,2
ID-155,5,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-20362,0,0,0,0,Retirement,2,-31,2
ID-3926,3,F,N,Y,0,360000,State servant,Secondary / secondary special,Separated,House / apartment,-11958,-2816,0,0,0,Medicine staff,1,-29,2
ID-4413,3,F,N,N,0,90000,State servant,Higher education,Married,House / apartment,-13754,-2891,1,1,0,State_servant_etc,2,-45,2
ID-5821,2,F,Y,Y,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,-20429,0,0,0,0,Retirement,2,-36,2
ID-7940,2,M,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-12955,-917,0,0,0,Laborers,2,-35,2
ID-5730,2,F,N,Y,0,171000,Pensioner,Secondary / secondary special,Married,House / apartment,-19325,0,0,1,0,Retirement,2,-13,1
ID-6115,3,F,N,N,1,67500,Working,Secondary / secondary special,Married,House / apartment,-11256,-362,0,1,0,Sales staff,3,-6,2
ID-7569,2,F,N,Y,1,180000,Working,Secondary / secondary special,Married,With parents,-8041,-1419,0,1,1,Sales staff,3,-28,2
ID-1261,8,F,N,Y,1,225000,Commercial associate,Higher education,Single / not married,House / apartment,-15926,-3327,0,0,0,Commercial_associate_etc,2,-13,1
ID-2252,5,M,N,Y,1,157500,Working,Secondary / secondary special,Married,Office apartment,-11318,-3330,0,0,0,Managers,3,-27,2
ID-2085,3,M,N,Y,0,135000,State servant,Secondary / secondary special,Single / not married,House / apartment,-14671,-2027,0,0,0,Managers,1,-11,2
ID-6341,3,F,N,Y,3,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,-12368,-672,0,0,0,Core staff,5,-15,0
ID-1866,4,F,N,Y,1,337500,State servant,Higher education,Separated,House / apartment,-10429,-1695,0,0,0,Core staff,2,-5,2
ID-7941,1,F,N,N,0,153000,Commercial associate,Secondary / secondary special,Separated,With parents,-11888,-1419,0,1,0,Medicine staff,1,-25,2
ID-7053,2,F,N,Y,0,117000,State servant,Secondary / secondary special,Married,House / apartment,-17386,-9311,0,1,0,Medicine staff,2,-10,0
ID-7942,1,F,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-19847,-615,0,0,0,Laborers,1,-46,2
ID-479,4,M,Y,N,0,427500,Working,Higher education,Married,House / apartment,-16691,-1565,1,0,0,Managers,2,-47,2
ID-7372,4,M,Y,N,0,121500,Working,Secondary / secondary special,Married,House / apartment,-15416,-1688,1,1,0,Working_etc,2,-14,2
ID-7943,1,F,Y,Y,1,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14402,-475,0,0,0,High skill tech staff,3,-35,2
ID-2074,12,M,Y,N,1,315000,Commercial associate,Higher education,Married,With parents,-11689,-716,1,1,0,High skill tech staff,3,-19,2
ID-2749,4,F,Y,N,0,247500,Working,Secondary / secondary special,Separated,House / apartment,-13546,-2142,0,0,0,Laborers,1,-45,2
ID-451,7,M,N,Y,0,211500,Working,Secondary / secondary special,Single / not married,House / apartment,-10072,-1101,1,1,0,Core staff,1,-35,2
ID-932,10,F,N,Y,0,135000,Pensioner,Lower secondary,Married,House / apartment,-22569,0,0,0,0,Retirement,2,-21,2
ID-3096,8,F,N,N,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-9320,-2257,0,0,0,High skill tech staff,3,-19,2
ID-6316,5,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-14321,-1537,0,0,0,Drivers,2,-15,2
ID-777,4,F,N,N,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22061,0,0,0,0,Retirement,1,-34,2
ID-6226,2,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-14760,-218,0,0,0,Sales staff,3,-21,2
ID-2418,4,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,-16723,-712,1,0,0,Managers,2,-10,2
ID-5567,3,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17401,-9559,0,0,0,Realty agents,2,-21,2
ID-3972,6,F,N,N,0,135000,Working,Incomplete higher,Married,House / apartment,-16392,-2119,0,0,0,Core staff,2,-22,2
ID-314,4,F,Y,Y,0,463500,Working,Higher education,Married,House / apartment,-20848,-4090,1,1,0,Managers,2,-57,1
ID-7944,1,M,N,Y,0,157500,Working,Secondary / secondary special,Widow,House / apartment,-17587,-1571,0,0,0,Laborers,1,-26,0
ID-7945,1,F,N,N,1,135000,Working,Higher education,Single / not married,House / apartment,-10714,-189,1,1,0,Realty agents,2,-37,0
ID-7593,2,F,N,N,0,360000,Working,Higher education,Married,House / apartment,-17095,-6275,0,1,0,Core staff,2,-54,2
ID-7946,1,M,Y,Y,1,270000,State servant,Secondary / secondary special,Married,House / apartment,-18871,-3928,0,0,0,Drivers,3,-7,1
ID-3748,11,F,N,N,1,202500,Working,Higher education,Married,House / apartment,-16391,-2014,1,0,0,Working_etc,3,-21,2
ID-7434,2,M,N,N,0,180000,Working,Lower secondary,Married,Office apartment,-16235,-4123,1,0,0,Managers,2,-17,1
ID-1961,3,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-12622,-678,0,1,0,Sales staff,3,-13,2
ID-2558,3,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-15675,-283,0,0,1,Medicine staff,2,-34,2
ID-5464,3,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,-18852,-7037,0,0,0,Commercial_associate_etc,2,-8,2
ID-7947,1,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Separated,House / apartment,-21052,0,0,0,0,Retirement,1,-37,1
ID-3448,5,M,Y,Y,0,382500,Working,Higher education,Civil marriage,House / apartment,-10613,-705,0,0,0,Laborers,2,-25,2
ID-7948,1,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-11997,-3118,0,1,0,Sales staff,2,-4,1
ID-7949,3,M,Y,Y,1,900000,Working,Secondary / secondary special,Married,Co-op apartment,-15344,-1101,0,0,0,Managers,3,-29,2
ID-7950,2,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-12627,-1404,1,0,0,Sales staff,3,-33,2
ID-7951,1,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-16302,-8894,0,0,0,Medicine staff,3,-4,1
ID-4167,5,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-10808,-1739,0,0,0,Core staff,3,-35,0
ID-2013,2,F,N,Y,0,252000,State servant,Secondary / secondary special,Married,House / apartment,-18352,-139,1,1,0,Medicine staff,2,-28,2
ID-6718,6,F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-18234,-2965,1,1,0,Core staff,2,-54,2
ID-4424,5,F,Y,Y,0,225000,Pensioner,Higher education,Married,House / apartment,-21955,0,0,1,0,Retirement,2,-6,0
ID-5023,4,F,Y,Y,0,540000,Working,Higher education,Separated,House / apartment,-13151,-3725,0,0,0,Accountants,1,-34,2
ID-6818,5,M,Y,N,1,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-16173,-2862,0,0,0,Managers,3,-59,2
ID-3351,7,F,N,N,0,135000,Working,Secondary / secondary special,Single / not married,Rented apartment,-13595,-1387,0,0,0,Laborers,1,-15,2
ID-1466,2,M,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,-18770,-1183,0,0,0,Drivers,2,-23,2
ID-6718,6,F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-18234,-2965,1,1,0,Core staff,2,-14,0
ID-4281,8,F,Y,Y,0,135000,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,0,0,1,Medicine staff,2,-59,2
ID-1778,9,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21008,0,0,0,0,Retirement,2,-40,2
ID-7952,1,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-8361,-564,1,1,0,Laborers,2,-16,2
ID-7953,1,M,Y,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,-16262,-4996,0,0,0,Working_etc,2,-49,1
ID-6198,3,F,N,N,0,180000,State servant,Secondary / secondary special,Widow,House / apartment,-18181,-351,1,1,0,Laborers,1,-42,2
ID-6994,3,F,N,Y,0,58500,Working,Secondary / secondary special,Married,House / apartment,-15544,-4946,0,0,1,Laborers,2,-14,0
ID-7887,2,F,Y,Y,0,180000,Working,Secondary / secondary special,Widow,House / apartment,-15494,-4304,0,0,0,Sales staff,1,-23,2
ID-1874,4,M,N,N,2,171000,Working,Secondary / secondary special,Married,Municipal apartment,-13865,-5674,1,1,0,Core staff,4,-13,2
ID-1566,5,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17850,-2014,0,1,0,Cooking staff,2,-10,2
ID-1431,6,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-18465,-5336,0,0,0,Laborers,2,-13,2
ID-3000,11,F,N,N,0,122400,Working,Secondary / secondary special,Married,House / apartment,-20952,-1155,1,0,1,Medicine staff,2,-28,0
ID-3716,4,M,Y,Y,0,252000,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,0,1,1,Security staff,2,-29,2
ID-3667,9,F,N,Y,0,225000,Working,Higher education,Single / not married,House / apartment,-12195,-2592,0,1,0,Managers,1,-46,2
ID-7578,2,F,Y,Y,0,112500,Pensioner,Lower secondary,Civil marriage,House / apartment,-24482,0,0,1,0,Retirement,2,-44,2
ID-3762,5,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21678,-1239,0,0,0,Security staff,1,-41,2
ID-3319,4,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-19399,-5782,0,1,0,Commercial_associate_etc,2,-27,2
ID-675,14,F,N,N,0,112500,Commercial associate,Incomplete higher,Married,House / apartment,-10177,-2339,0,1,0,Commercial_associate_etc,2,-23,0
ID-4642,8,F,N,Y,0,90000,Working,Secondary / secondary special,Married,Municipal apartment,-17708,-5555,0,0,0,Laborers,2,-24,2
ID-3362,7,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-9530,-430,1,0,0,Security staff,1,-46,1
ID-266,9,F,N,Y,0,630000,Working,Higher education,Separated,House / apartment,-22001,-1539,1,1,0,Accountants,1,-29,2
ID-2797,10,F,Y,N,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-16314,-1040,1,0,0,High skill tech staff,2,-7,0
ID-196,7,M,N,Y,1,360000,Working,Secondary / secondary special,Civil marriage,House / apartment,-11524,-2554,0,0,0,Sales staff,3,-23,1
ID-2933,5,F,Y,Y,1,121500,Working,Secondary / secondary special,Married,House / apartment,-15999,-3269,1,0,0,Sales staff,3,-4,2
ID-7954,1,F,N,Y,0,58500,Pensioner,Secondary / secondary special,Married,House / apartment,-21655,0,0,0,0,Retirement,2,-50,2
ID-6,5,F,N,N,0,315000,Working,Secondary / secondary special,Separated,House / apartment,-17570,-1978,0,0,1,Core staff,1,-5,2
ID-7900,4,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-11036,-4301,1,1,0,Laborers,1,-47,2
ID-1115,4,F,Y,Y,1,171000,Commercial associate,Incomplete higher,Married,House / apartment,-11095,-1993,0,0,1,Commercial_associate_etc,3,-19,2
ID-941,6,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-11598,-2330,0,0,0,Working_etc,3,-16,1
ID-2928,11,F,N,N,0,99000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16378,-370,1,0,0,Core staff,1,-53,0
ID-3515,8,F,N,Y,0,110250,State servant,Secondary / secondary special,Married,House / apartment,-17782,-2403,0,0,1,State_servant_etc,2,-23,2
ID-7955,1,F,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-19765,-2168,0,0,0,Sales staff,2,-30,2
ID-5060,4,F,Y,N,1,225000,Working,Higher education,Civil marriage,House / apartment,-11501,-735,0,0,0,Core staff,3,-29,2
ID-2477,8,F,N,N,0,135000,Working,Secondary / secondary special,Married,With parents,-12278,-869,0,0,0,Working_etc,2,-40,2
ID-27,6,M,Y,Y,0,405000,State servant,Secondary / secondary special,Married,House / apartment,-17309,-3500,0,0,0,State_servant_etc,2,-39,2
ID-1650,4,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-11497,-1648,0,0,0,Sales staff,3,-17,2
ID-1871,4,M,Y,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-9423,-1405,0,0,0,Laborers,3,-29,2
ID-6946,4,F,N,Y,0,225000,State servant,Secondary / secondary special,Married,With parents,-10784,-3082,0,0,0,Laborers,2,-58,2
ID-763,4,F,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21387,0,0,0,0,Retirement,2,-15,2
ID-7956,3,F,N,Y,1,202500,Working,Secondary / secondary special,Separated,House / apartment,-17817,-4395,0,0,0,Laborers,2,-58,1
ID-162,3,F,N,N,1,540000,Working,Secondary / secondary special,Separated,House / apartment,-16409,-2045,1,0,0,Managers,2,-11,2
ID-4646,8,F,N,Y,0,157500,State servant,Higher education,Married,House / apartment,-22179,-7622,0,0,0,Managers,2,-34,2
ID-3602,12,F,Y,N,0,315000,Working,Higher education,Married,Co-op apartment,-13064,-2286,1,0,0,Medicine staff,2,-31,2
ID-6654,4,F,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Widow,House / apartment,-19487,-3255,0,1,0,Laborers,1,-38,0
ID-1076,6,F,N,Y,0,450000,State servant,Higher education,Single / not married,House / apartment,-20142,-3093,0,1,1,Core staff,1,-7,2
ID-7957,1,F,N,Y,0,94500,Working,Secondary / secondary special,Married,House / apartment,-16299,-5817,1,1,0,Medicine staff,2,-50,0
ID-6766,4,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21151,0,0,0,1,Retirement,1,-38,1
ID-2138,4,F,Y,Y,1,157500,Working,Incomplete higher,Civil marriage,House / apartment,-13046,-2753,0,0,0,Working_etc,3,-37,1
ID-4654,4,F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,-16601,-2859,0,0,0,Working_etc,2,-41,2
ID-2901,4,F,Y,N,3,675000,Working,Secondary / secondary special,Married,House / apartment,-13808,-1831,0,0,0,Managers,5,-37,2
ID-1509,12,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-15839,-1525,1,1,0,Sales staff,2,-27,1
ID-7958,1,F,N,Y,0,44550,Pensioner,Secondary / secondary special,Married,House / apartment,-22911,0,0,0,0,Retirement,2,-6,1
ID-1617,2,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,-21630,-2570,0,0,0,Sales staff,2,-13,2
ID-3969,11,F,N,Y,1,270000,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-11186,-1753,0,0,0,Sales staff,3,-41,0
ID-3544,3,F,N,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-13283,-979,0,1,0,Cleaning staff,2,-17,2
ID-5104,5,M,Y,Y,1,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-11533,-746,0,0,0,Drivers,2,-35,1
ID-522,3,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-12623,-5726,0,0,0,Laborers,3,-42,2
ID-4775,14,F,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-17202,-1787,0,0,0,Sales staff,2,-9,0
ID-7959,1,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23656,0,0,0,0,Retirement,1,-18,2
ID-4999,3,M,N,Y,1,270000,State servant,Higher education,Married,House / apartment,-11082,-376,0,0,0,Core staff,3,-28,2
ID-4385,6,M,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,-14677,-3938,1,0,0,Laborers,4,-41,2
ID-730,9,F,N,Y,0,121500,Working,Secondary / secondary special,Widow,House / apartment,-17432,-2417,1,1,0,Working_etc,1,-33,1
ID-3142,7,F,Y,Y,0,247500,Working,Secondary / secondary special,Single / not married,House / apartment,-19046,-5618,0,0,0,Laborers,1,-55,1
ID-2868,12,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21374,0,0,0,0,Retirement,2,-41,2
ID-921,9,F,Y,Y,2,180000,Commercial associate,Higher education,Married,House / apartment,-11719,-2866,0,1,1,Commercial_associate_etc,4,-16,2
ID-7960,1,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20681,0,0,0,0,Retirement,1,-25,2
ID-3813,9,F,N,Y,0,225000,Pensioner,Higher education,Married,House / apartment,-23868,0,0,0,0,Retirement,2,-20,2
ID-670,18,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,0,0,0,Core staff,3,-15,2
ID-260,5,M,N,N,0,180000,Commercial associate,Incomplete higher,Married,House / apartment,-11223,-2326,0,0,0,Commercial_associate_etc,2,-49,2
ID-5775,4,F,N,N,0,63000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22481,0,0,1,0,Retirement,2,-13,0
ID-994,5,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21647,0,0,0,0,Retirement,2,-9,1
ID-7961,1,M,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-18867,-5819,0,0,0,Laborers,2,-30,2
ID-5195,4,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19826,-1048,0,0,0,Cleaning staff,2,-5,2
ID-1764,5,F,N,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,-16555,-2045,0,0,0,Laborers,2,-47,2
ID-5889,3,M,Y,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19048,-3932,1,0,0,Drivers,2,-28,2
ID-2907,4,M,Y,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14401,-3389,0,0,1,Laborers,2,-42,2
ID-5349,4,F,N,Y,0,270000,Working,Secondary / secondary special,Separated,House / apartment,-18340,-2052,0,0,1,Laborers,1,-33,2
ID-1624,13,F,N,Y,0,112500,Working,Incomplete higher,Civil marriage,House / apartment,-9301,-1751,0,0,0,Working_etc,2,-53,2
ID-580,7,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-15836,-3034,0,0,0,Working_etc,2,-38,2
ID-5260,4,M,Y,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,-11288,-1904,1,1,0,Drivers,3,-17,1
ID-2559,4,M,Y,N,0,270000,Pensioner,Higher education,Married,House / apartment,-22982,0,0,0,0,Retirement,2,-40,2
ID-1916,5,F,N,Y,0,360000,Commercial associate,Higher education,Married,House / apartment,-11089,-3902,0,1,0,Core staff,2,-8,1
ID-7962,2,F,Y,Y,0,675000,Pensioner,Higher education,Married,House / apartment,-21721,0,0,0,0,Retirement,2,-32,2
ID-1818,8,F,N,N,0,81000,Working,Secondary / secondary special,Civil marriage,With parents,-11978,-2780,0,1,0,Sales staff,2,-18,0
ID-3438,2,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15256,-4491,0,0,0,Laborers,2,-4,1
ID-5196,5,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-19318,-918,1,1,0,Laborers,2,-34,2
ID-4507,3,M,N,N,3,135000,Working,Secondary / secondary special,Married,With parents,-11757,-658,0,0,0,Laborers,5,-27,2
ID-1861,3,F,N,N,0,157500,Working,Higher education,Married,House / apartment,-11644,-344,0,0,0,Managers,2,-11,0
ID-7963,1,F,Y,Y,0,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,-20715,-1104,1,1,0,Laborers,2,-58,2
ID-3450,9,F,N,Y,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,-16278,-2712,1,1,0,Working_etc,1,-56,2
ID-5868,4,F,N,Y,0,72000,State servant,Secondary / secondary special,Married,House / apartment,-16788,-5759,0,0,0,State_servant_etc,2,-51,2
ID-2428,6,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-16299,-655,0,0,0,Managers,2,-2,1
ID-4166,7,M,Y,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,-13718,-3694,1,1,0,High skill tech staff,2,-18,2
ID-3795,5,F,Y,Y,0,360450,State servant,Secondary / secondary special,Married,House / apartment,-18854,-8509,0,0,0,State_servant_etc,2,0,0
ID-7964,1,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22530,0,0,1,0,Retirement,1,-8,2
ID-3118,2,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-14749,-884,1,1,0,Cooking staff,2,-14,0
ID-6861,4,F,N,Y,3,450000,Pensioner,Secondary / secondary special,Married,House / apartment,-22349,0,0,0,0,Retirement,5,-12,1
ID-1370,12,F,N,Y,0,144000,Working,Higher education,Single / not married,House / apartment,-13190,-4943,0,0,0,Working_etc,1,-6,1
ID-3510,9,F,Y,Y,0,445500,Commercial associate,Higher education,Married,House / apartment,-12477,-456,0,0,0,Managers,2,-50,2
